,name,address,price,speciality,review,services,phone number,website,latitude,longitude
898,La Côte Saint-Jacques,"14 faubourg de Paris, Joigny, 89300, France",,,"Qu’elle est belle, cette bâtisse postée sur les bords de l’Yonne ! Fondé par Marie Lorain en 1945, l’hôtel-restaurant a gagné ses lettres de noblesse sous l’impulsion de son fils, Michel, puis de son petit-fils, Jean-Michel. C’est à ce chef humble et travailleur qu’on doit l’équilibre parfait qui règne ici : tradition d’un côté (boudin noir aux pommes et sa purée mousseline, côte de bœuf et macaronis farcis de foie gras et truffe), beaux éclairs d’inspiration de l’autre. Harmonie des saveurs, cuissons, assaisonnements : une belle partition gourmande rythmée par un service de qualité, efficace et proche du client.","['Restaurant non fumeur ', 'Parc ou jardin ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,47.9833796,3.3853151
899,Le Raisin,"2 place Michel-Poisat, Pont-de-Vaux, 01190, France", 36 - 95 EUR , Cuisine moderne ,"Dans cette maison cossue et élégante, en plein cœur de Pont-de-Vaux, la tradition est entre de bonnes mains. Noix de Saint-Jacques au chou-fleur ; cuisses de grenouilles en persillade ; poulet de Bresse en deux façons… Les classiques sont revisités subtilement par un chef au métier solide, qui cultive autant la finesse que l'originalité, et qui renouvelle chaque mois son menu au fil de son inspiration et du marché. À noter que la carte des vins aussi vaut le coup d'œil, avec notamment un bon choix de bourgognes. Service attentif et souriant.","['Accès handicapés ', 'Avec chambre ', 'Restaurant non fumeur ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,46.4343200,4.9391900
900,Le Week-End,"1 place du Cloître, Chécy, 45430, France", 27 - 65 EUR ," Cuisine moderne, Cuisine traditionnelle ","Poisson en arrivage direct des Sables-d'Olonne, viande de Sologne, légumes de maraîchers locaux : la maison porte une vraie attention à la qualité des produits et sait les mettre en valeur ! Mention spéciale pour le beau plateau de fromages et la carte des vins, notamment du Val de Loire (dégustations et ventes à la cave).","['Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,47.8915727,2.0256733
901,Les Complices,"13 place Dominique-Martin-Dupuy, Toulouse, 31000, France", 17 - 35 EUR , Cuisine moderne ,"Les atouts de ce bistrot créé par trois complices ? Son ambiance décontractée, mais surtout sa cuisine de saison sans fioritures, où les saveurs annoncées au menu se retrouvent effectivement dans l'assiette. Ne manquez pas le menu en cinq temps, qui remporte tous les suffrages... et la tarte au citron, le tube de la maison !","['Restaurant non fumeur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,43.6003520,1.4548360
902,Quedubon,"22 rue du Plateau, Paris, 75019, France", 20 - 55 EUR , Cuisine traditionnelle ,"À deux pas du parc des Buttes Chaumont, ce bistrot de quartier propose une jolie cuisine de produits frais, travaillés avec soin par un jeune cuisinier japonais. Beau choix de vins.","['Restaurant non fumeur ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,48.8780963,2.3842484
903,Le Tracteur,"Quartier Bord-Nègre, Argilliers, 30210, France", 25 - 32 EUR , Cuisine moderne ,"Restaurant, cave à vin, mais aussi épicerie et centre d'exposition : ce lieu tendance ne se laisse pas distraire par son originalité. Le chef y réalise une cuisine d'instinct, où le marché, comme souvent, dicte sa loi. Grande terrasse, à l'ombre de voiles tendues... Et jus de fruits artisanaux vendus sur place.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']", +33 4 66 62 17 33," Dates de fermetureFermé : samedi, dimanche",43.9794260,4.4782884
904,Les Nymphéas,"9 rue de la Pie, Rouen, 76000, France", 20 - 100 EUR , Cuisine classique ,"Dans le vieux Rouen, cette maison historique connaît bien ses classiques... et ose même les réinterpréter avec brio, à l'image de ce civet de homard. L'intérieur ouvre sur une charmante terrasse intérieure très appréciée aux beaux jours.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,49.4429726,1.0869629
905,La Beaugravière,"214 avenue du Pont-Neuf (N7), Mondragon, 84430, France", 19 - 150 EUR , Cuisine traditionnelle ,"Le temps semble s'être arrêté dans cette auberge familiale – et c'est un compliment ! Le chef Guy Jullien assure une partition franche et goûteuse, qui réjouira les nostalgiques invétérés : terrine de foie gras, joue de bœuf, ris de veau, poularde de Bresse, tarte tatin... sans oublier des menus truffes à vous donner le vertige.","['Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,44.2439220,4.7121761
906,Le Kerstéphanie,"Route de Roaliguen, Sarzeau, 56370, France", 25 - 65 EUR , Cuisine moderne ,"Cette ancienne ferme en pierre, recouverte de vigne vierge et entourée d'un parc arboré, propose une cuisine actuelle, joliment inventive. Turbot cuit à la vapeur, gomashio, pâtisson et pak choi ; agneau de Belle-Île-en-Mer, cocos de Paimpol façon curry à la bretonne... que l'on déguste, aux beaux jours, sur la terrasse ombragée.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parc ou jardin ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,47.5157478,-2.7736134
907,L'Instant Z,"1 bis rue du Château-de-Cigogne, Le Thou, 17290, France", 24 - 66 EUR , Cuisine moderne ,"L'Instant Z, comme... Zanchetta, le patronyme du chef. Avec le meilleur du marché et des petits producteurs bio du coin, il mitonne des assiettes aux influences métissées, avec ce qu'il faut de raffinement dans la présentation. Le décor est chaleureux et convivial, le service sympathique : un vrai plaisir.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,46.0848600,-0.9244000
908,Bloempot,"22 rue des Bouchers, Lille, 59000, France", 40 - 60 EUR , Cuisine moderne ,"Florent Ladeyn, grand défenseur de son terroir régional, anime cette ""cantine flamande"" revendiquée. Décor atypique (un ancien atelier de menuiserie), bons produits nature et recettes originales : rafraîchissant ! Attention, il n'y a pas de téléphone ici, les réservations se font par le site internet ou sur place.","['Accès handicapés ', 'Restaurant non fumeur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']", www.bloempot.fr," Dates de fermetureFermé : lundi, soir : mardi, dimanche",50.6381816,3.0582578
909,Alcyone,"1 place Daviel, Marseille, 13002, France",,,"Le chef Lionel Levy, enfant de Marseille formé par Alain Ducasse et Eric Frechon, tient la barre de cet Alcyone (du nom de la fille du dieu Éole) né en 2013 au sein du fameux Hôtel-Dieu. Il y propose une cuisine créative, balayée par les épices et faisant la part belle aux produits méditerranéens, comme les poissons locaux (rouget, rascasse, loup) mais aussi le meilleur de la Provence, de l'agneau aux artichauts, en passant par la châtaigne. Un plat résume bien sa manière : ravioles à l’agneau, sanguins, artichaut, jus d’agneau.Tout cela dans une ambiance chic et sobre, véritable prolongement de l'hôtel : le cap est tenu.","['Accès handicapés ', 'Vue ', 'Voiturier ', 'Restaurant non fumeur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.2980800,5.3699050
910,Auberge du Sombral - Les Bonnes Choses,"Place du Sombral, Saint-Cirq-Lapopie, 46330, France", 21 - 32 EUR ," Cuisine du terroir, Cuisine traditionnelle ","Dans cette maison, au pied du château des Lapopie, on sait ce que sont Les Bonnes Choses ! La preuve : on y savoure une sympathique cuisine du terroir où les produits locaux ont la part belle (agneau, foie gras, fromages...). Quelques jolies chambres pour prolonger la visite de ce village dominant le Lot.","['Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Cartes de crédit acceptées ', 'Carte de crédit Visa ', 'Mastercard ']",,,44.4645135,1.6689546
911,Yaya,"8 rue de l'Hippodrome, Saint-Ouen, 93400, France", 25 - 65 EUR , Cuisine grecque ,"Yaya est le surnom donné aux grands-mères dans les pays méditerranéens. Ce restaurant est né d'une rencontre entre deux frères et un chef. À l'arrivée, une jolie cuisine grecque : pita, mezzés, gâteau à l'orange (une recette de la grand-mère des deux frères, justement...). Une table sympathique dans le quartier en plein essor de Saint-Ouen.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,48.9132500,2.3294697
912,Robert II,"1 rue de Fouquières, Gosnay, 62199, France",,,"Le Robert II fait dans l'exercice de style avec la découpe au guéridon et le flambage devant le client. La cuisine privilégie les saisons et les produits nobles : ris de veau, homard, bar, turbot… Quant à la carte des vins, elle est exceptionnelle : plus de 800 appellations !","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parc ou jardin ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']", +33 3 21 62 80 00, www.ledomainedelachartreuse.com,50.5072170,2.5925380
913,La Table du 2,"2 rue de la République, Nîmes, 30000, France", 20 - 45 EUR , Cuisine traditionnelle ,"Au deuxième étage du Musée de la Romanité, cette brasserie contemporaine offre une vue imprenable sur les arènes de Nîmes... et régale avec des assiettes fraîches et bien réalisées : tartare de bœuf, entrecôte grillée sauce béarnaise, œufs mimosa, carré d'agneau rôti, etc...","['Accès handicapés ', 'Vue ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Ascenseur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']", +33 4 48 27 22 22, www.latabledu2.com,43.8338327,4.3598531
914,Les Vénètes,"À la pointe, Arradon, 56610, France",,,"Pour manger les pieds dans l'eau ! On s'installe dans la salle, superbement située au bord de la mor bihan (""petite mer"" en breton). Une vue qui met en valeur de beaux produits iodés : huîtres et palourdes du golfe, poissons du jour... avec même un menu autour du homard. Quelques chambres pour prolonger le moment.","['Accès handicapés ', 'Vue ', 'Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,47.6143223,-2.8308951
915,La Cour de Rémi,"1 rue Baillet, Bermicourt, 62130, France", 33 - 36 EUR , Cuisine traditionnelle ,"Après une première vie professionnelle menée tambour battant à l'étranger, le chef est revenu aux sources pour se consacrer à la cuisine, sa première passion. Cuissons millimétrées, assaisonnements au poil, bon rapport qualité-prix et vins naturels : il nous régale avec un enthousiasme communicatif !","['Accès handicapés ', 'Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Parc ou jardin ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,50.4066210,2.2285071
916,La Bartavelle,"24 rue de la République, Argelès-sur-Mer, 66700, France", 34 - 46 EUR , Cuisine créative ,"C'est une adresse que les amoureux de la bonne chère s'échangent avec gourmandise – et pour cause : le chef, Thibaut Lesage, et son épouse Stéphanie, pâtissière, ravissent les papilles et revisitent les classiques avec une inspiration constante. Un régal ! Attention : réservation indispensable.","['Restaurant non fumeur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,42.5469187,3.0226404
917,Sauf Imprévu,"40 rue Pierre-Corneille, Lyon, 69006, France", 26 - 31 EUR , Cuisine traditionnelle ,"Félix Gagnaire mène cet accueillant bistrot dont l'œil est rivé sur la tradition.Pâté en croûte ; suprême de volaille de la Dombes, caviar d'aubergine et pesto ; soupe de pêches blanches, tuile aux amandes, glace vanille : la clientèle se régale de ces plats gourmands et copieux. Tout est frais et fait maison, tout tombe juste... et les prix sont raisonnables !","['Restaurant non fumeur ', 'Salon particulier ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']", +33 4 78 52 16 35," Dates de fermetureFermé : soir : du lundi au mercredi, soir : vendredi, samedi, soir : dimanche",45.7652320,4.8435320
918,Chez Tibère,"1 rue Compane, Sommières, 30250, France",,,"Machines à coudre, tables de tailleur... Ce bistrot contemporain joue la carte post-industrielle version textile ! Point de cuisine cousue de fil blanc pour autant ; au contraire, des spécialités de brasserie concoctées à grand renfort de produits frais. Un conseil : ne passez pas à côté des pâtisseries maison.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']", +33 4 66 51 32 72," Dates de fermetureFermé : 3-12 novembre, lundi, soir : jeudi, dimanche",43.7826900,4.0875000
919,Le Bistr'Au - Le Mas de Boudan,"351 chemin Bas-du-Mas-de-Boudan, Nîmes, 30000, France", 20 - 62 EUR , Cuisine moderne ,"Jérôme Nutile propose dans l'annexe de son adresse étoilée une ardoise composée au gré du marché ; ses préparations gourmandes revisitent les classiques et fleurent bon la bistronomie. Des exemples ? Tartine de pieds et oreilles de cochon à l’huile de truffe, poisson du jour en provenance du Grau-du-Roi, île flottante aux pralines roses, cheveux d’ange.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.8208380,4.3710221
920,L'Accolade,"208 rue de la Croix-Nivert, Paris, 75015, France", 20 - 50 EUR , Cuisine moderne ,"Le jeune chef, qui se destinait d'abord à une carrière de professeur de sport, a changé de cap et appris le métier de cuisinier. Dans une ambiance franchement conviviale, il propose une cuisine goûteuse, renouvelée chaque jour, dans laquelle on croise de nombreux produits du Sud-ouest, mais aussi quelques épices thaïes. Une adresse attachante.","['Restaurant non fumeur ', 'Cartes de crédit acceptées ', 'Carte de crédit Visa ', 'Mastercard ']",,,48.8373589,2.2893853
